company_id,supplier_team_access_count,supplier_brand_count,supplier_rrp_average,supplier_login_count,supplier_retailer_submissions_count,supplier_shares_count,buyers_popularity_score,buyers_average_time_on_profile_in_seconds,company_state,company_years_trading,upgraded
2605,1,1,12,6,0,15,0,0,5,0-1,0
2606,1,1,46,16,2,39,0,266,39,0-1,1
2607,1,1,23,33,0,81,0,0,10,1-2,0
2608,7,1,26,27,0,66,0,0,38,1-2,0
2609,1,1,2,16,0,39,2,22,44,1-2,0
2610,1,1,79,10,0,24,0,0,10,6-10,0
2611,1,1,20,21,0,51,2,29,35,10-15,0
2612,1,1,6,306,0,765,1,405,15,1-2,0
2613,2,1,4,126,64,315,4,308,11,0-1,1
2614,1,1,5,36,0,90,1,331,29,3-5,0
2615,2,1,25,9,0,21,1,466,44,1-2,0
2616,7,1,7,342,240,855,15,442,46,6-10,1
2617,1,1,53,11,0,27,0,0,5,10-15,0
2618,1,1,73,0,0,0,0,415,10,3-5,1
2619,1,1,7,20,0,48,1,461,5,3-5,0
2620,2,1,63,9,0,21,0,557,8,1-2,0
2621,1,1,14,50,0,123,2,210,5,0-1,0
2622,1,1,9,533,12,1332,3,434,48,6-10,1
2623,1,1,20,220,14,549,15,354,7,3-5,1
2624,1,1,195,15,0,36,1,0,22,15+,0
2625,2,1,17,5,0,12,0,661,5,1-2,0
2626,1,1,4,4,0,9,0,58,19,6-10,0
2627,1,1,13,3,0,6,0,0,39,10-15,0
2628,2,1,12,2,0,3,0,0,35,0-1,0
2629,2,1,30,48,0,120,4,251,10,6-10,0
2630,2,1,11,35,0,87,2,506,36,6-10,1
2631,1,1,106,122,2,303,7,384,35,3-5,1
2632,2,1,10,702,52,1755,4,406,10,15+,1
2633,1,1,22,6,0,15,0,21,5,15+,0
2634,1,1,10,5,0,12,0,0,10,15+,0
2635,7,1,21,20,0,48,0,0,10,0-1,0
2636,1,1,23,89,70,222,4,337,35,6-10,1
2637,1,1,10,5,0,12,0,321,10,0-1,0
2638,7,1,20,39,4,96,0,451,5,10-15,1
2639,2,1,181,18,0,45,0,0,7,15+,0
2640,2,1,20,5,0,12,1,0,35,15+,0
2641,1,1,56,89,0,222,2,0,12,6-10,0
2642,1,1,9,66,2,165,3,363,5,10-15,1
2643,7,1,25,8,0,18,0,0,34,0-1,0
2644,1,1,42,4,0,9,0,0,15,10-15,0
2645,1,1,63,12,0,30,0,389,41,3-5,1
2646,1,1,101,36,2,90,3,368,5,0-1,1
2647,2,1,65,14,0,33,0,520,5,15+,1
2648,2,1,21,6,0,15,0,0,10,15+,0
2649,1,1,9,27,0,66,2,493,35,6-10,0
2650,1,1,1,327,166,816,1,282,19,3-5,1
2651,1,1,2,82,0,204,3,171,20,1-2,0
2652,3,1,6,106,6,264,5,324,24,15+,1
2653,2,1,22,18,0,45,1,266,15,15+,0
2654,1,1,12,24,0,60,1,0,10,6-10,0
2655,1,1,2,2,0,3,0,33,10,0-1,0
2656,1,1,17,267,2,666,2,482,10,6-10,1
2657,1,1,115,4,0,9,1,266,37,6-10,0
2658,1,1,65,70,4,174,0,477,5,1-2,1
2659,1,1,11,56,2,138,2,248,25,1-2,1
2660,1,1,29,146,0,363,7,193,11,6-10,0
2661,1,1,18,4,0,9,0,86,35,0-1,0
2662,1,1,7,2,2,3,0,324,5,1-2,1
2663,2,1,11,41,0,102,1,357,12,15+,0
2664,7,1,18,70,0,174,2,253,35,10-15,0
2665,1,1,24,5,0,12,1,146,5,6-10,0
2666,7,1,45,5,0,12,0,0,35,6-10,0
2667,2,1,119,11,0,27,0,447,11,0-1,0
2668,1,1,30,5,0,12,0,334,5,1-2,0
2669,7,1,6,26,0,63,0,0,35,3-5,0
2670,1,1,264,28,0,69,1,394,13,15+,0
2671,1,1,88,10,0,24,4,345,35,3-5,0
2672,2,1,36,56,0,138,0,0,44,0-1,0
2673,1,1,6,3,0,6,0,33,15,3-5,0
2674,1,1,41,17,2,42,0,317,16,15+,1
2675,2,1,180,20,0,48,0,378,10,0-1,0
2676,2,1,27,11,2,27,0,207,21,15+,1
2677,1,1,20,29,0,72,1,210,28,15+,0
2678,1,1,25,16,0,39,2,0,49,15+,0
2679,1,1,179,6,0,15,0,186,5,6-10,0
2680,1,1,12,32,0,78,0,21,44,1-2,0
2681,3,1,24,488,342,1218,4,502,32,6-10,1
2682,1,1,112,4,0,9,0,0,18,3-5,0
2683,1,1,7,96,100,240,2,544,28,15+,1
2684,1,1,421,53,4,132,0,411,44,6-10,1
2685,1,1,123,359,16,897,4,337,5,15+,1
2686,2,1,120,4,0,9,0,0,5,10-15,0
2687,1,1,11,34,0,84,2,0,21,0-1,0
2688,1,1,7,3,0,6,0,34,15,1-2,0
2689,1,1,26,30,2,75,0,426,35,10-15,1
2690,2,1,719,8,0,18,2,484,5,15+,0
2691,7,1,19,36,0,90,0,0,10,15+,0
2692,2,1,730,20,0,48,0,0,30,15+,0
2693,1,1,21,11,0,27,0,283,39,10-15,0
2694,1,1,15,33,0,81,1,439,37,10-15,0
2695,1,1,5,18,0,45,1,336,5,0-1,0
2696,1,1,7,6,0,15,0,0,35,3-5,0
2697,7,2,56,52,0,129,5,95,44,6-10,0
2698,2,1,11,30,20,75,0,350,5,6-10,1
2699,1,1,36,4,0,9,0,0,44,1-2,0
2700,2,1,26,26,0,63,0,244,25,3-5,0
2701,1,1,45,56,36,138,1,312,5,0-1,1
2702,1,1,14,52,6,129,2,365,48,3-5,1
2703,1,1,28,417,212,1041,2,339,10,6-10,1
2704,1,1,359,16,0,39,0,0,20,6-10,0
2705,1,1,14,131,4,327,2,545,46,0-1,1
2706,2,1,4,11,0,27,0,0,48,3-5,0
2707,1,1,4,64,52,159,4,388,23,15+,1
2708,1,2,4,69,22,171,8,497,6,3-5,1
2709,1,1,30,6,0,15,0,184,12,1-2,0
2710,2,1,43,736,44,1839,11,356,6,3-5,1
2711,1,1,9,164,100,408,11,300,35,1-2,1
2712,2,1,50,39,0,96,0,316,10,3-5,0
2713,1,1,24,14,0,33,0,120,35,1-2,0
2714,1,1,24,72,0,180,0,166,5,15+,0
2715,7,1,151,106,32,264,2,385,5,1-2,1
2716,1,1,5,45,0,111,0,483,19,3-5,1
2717,1,1,14,2,0,3,0,0,35,15+,0
2718,7,1,0,46,0,114,0,0,10,0-1,0
2719,1,1,21,21,0,51,1,44,22,15+,0
2720,1,2,42,204,0,510,1,340,48,10-15,0
2721,1,2,25,284,144,708,18,336,5,3-5,1
2722,1,1,23,5,0,12,1,276,34,10-15,0
2723,1,1,36,4,0,9,0,0,37,3-5,0
2724,1,1,17,232,0,579,2,487,5,15+,0
2725,1,1,4,77,130,192,1,379,6,0-1,1
2726,2,2,3,134,12,333,5,527,15,15+,1
2727,1,1,65,21,2,51,0,383,6,3-5,1
2728,1,1,69,10,0,24,0,452,28,3-5,1
2729,2,1,22,10,0,24,0,0,23,0-1,0
2730,1,1,23,489,68,1221,18,427,5,0-1,1
2731,1,1,234,2,0,3,1,150,19,1-2,0
2732,1,1,25,3,0,6,0,415,35,6-10,1
2733,2,1,41,9,0,21,0,0,4,1-2,0
2734,2,1,22,48,0,120,1,534,36,0-1,0
2735,7,1,82,60,0,150,1,0,44,0-1,0
2736,2,1,20,44,0,108,3,251,19,6-10,0
2737,1,2,14,59,6,147,22,177,18,6-10,1
2738,1,1,9,18,0,45,0,0,50,15+,0
2739,1,1,40,388,0,969,6,464,10,6-10,1
2740,1,1,12,8,0,18,1,320,39,0-1,0
2741,2,1,27,11,0,27,1,56,21,0-1,0
2742,2,1,15,39,0,96,0,0,5,0-1,0
2743,2,1,22,11,0,27,1,0,28,1-2,0
2744,1,1,17,122,0,303,0,129,39,1-2,0
2745,1,1,47,292,2,729,10,185,5,6-10,1
2746,1,1,10,12,0,30,0,41,43,3-5,0
2747,2,3,13,179,156,447,1,383,35,3-5,1
2748,7,1,50,416,294,1038,48,377,5,6-10,1
2749,2,1,10,17,0,42,1,23,5,3-5,0
2750,2,1,114,12,0,30,0,289,49,0-1,0
2751,1,1,7,32,0,78,0,339,5,1-2,0
2752,7,2,44,14,2,33,1,302,5,3-5,1
2753,1,1,7,252,0,630,1,241,24,0-1,0
2754,1,1,2,2,0,3,1,293,4,15+,0
2755,7,1,28,9,0,21,0,220,4,1-2,0
2756,2,1,62,4,0,9,0,285,10,3-5,0
2757,2,1,"1,170.00",24,0,60,0,0,5,6-10,0
2758,2,1,15,80,2,198,3,438,39,6-10,1
2759,2,1,192,2,0,3,0,311,5,15+,0
2760,2,1,3,21,0,51,1,199,48,0-1,0
2761,2,1,96,15,0,36,0,353,5,6-10,1
2762,7,1,3,8,0,18,0,82,10,0-1,0
2763,1,1,137,14,0,33,0,0,34,15+,0
2764,1,2,25,832,42,2079,24,418,10,1-2,1
2765,2,1,0,5,0,12,0,221,40,0-1,0
2766,1,1,11,128,0,318,3,220,5,0-1,0
2767,1,1,6,36,0,90,4,259,39,10-15,0
2768,1,1,36,1949,110,4872,6,375,44,3-5,1
2769,1,1,63,6,0,15,0,177,25,3-5,0
2770,2,1,38,131,108,327,1,296,4,15+,1
2771,1,1,1,3,0,6,0,0,40,0-1,0
2772,2,1,24,10,0,24,0,0,11,1-2,0
2773,1,1,108,56,0,138,1,28,4,1-2,0
2774,1,1,19,62,0,153,2,0,11,0-1,0
2775,7,1,10,57,0,141,6,602,48,6-10,0
2776,2,1,8,14,0,33,0,113,31,15+,0
2777,2,1,240,3,0,6,0,0,39,0-1,0
2778,2,2,6,16,0,39,2,137,6,6-10,0
2779,1,1,9,27,4,66,2,348,6,1-2,1
2780,2,1,1,12,0,30,0,0,2,15+,0
2781,2,1,14,15,0,36,0,24,5,0-1,0
2782,1,1,96,161,0,402,1,240,11,3-5,0
2783,1,1,29,23,0,57,0,0,48,1-2,0
2784,1,1,78,470,172,1173,6,438,31,3-5,1
2785,1,1,4,2,0,3,0,0,2,6-10,0
2786,7,1,140,23,0,57,2,339,44,6-10,0
2787,2,1,4,119,16,297,7,304,5,10-15,1
2788,1,1,10,4,0,9,0,0,36,15+,0
2789,2,1,90,5,0,12,0,0,5,10-15,0
2790,2,1,8,269,34,672,0,118,6,3-5,1
2791,1,1,11,24,0,60,0,315,5,0-1,1
2792,7,1,7,6,0,15,1,112,5,0-1,0
2793,7,1,36,20,0,48,0,0,11,6-10,0
2794,2,1,120,2842,38,7104,3,307,5,0-1,1
2795,7,2,193,26,0,63,0,0,5,6-10,0
2796,2,1,5,20,0,48,0,0,39,10-15,0
2797,1,1,5,5,0,12,0,0,10,15+,0
2798,1,1,21,321,2,801,3,408,10,3-5,1
2799,2,1,38,28,0,69,1,191,46,1-2,0
2800,1,1,114,4,0,9,0,0,5,3-5,0
2801,1,1,6,4,2,9,0,339,32,15+,1
2802,1,1,12,12,0,30,0,0,5,0-1,0
2803,7,1,17,15,0,36,2,488,5,10-15,0
2804,1,1,42,15,2,36,0,326,4,0-1,1
2805,1,1,6,81,0,201,2,542,32,15+,0
2806,1,1,114,5,0,12,0,0,44,0-1,0
2807,1,1,24,22,0,54,1,222,5,0-1,0
2808,1,2,65,122,0,303,1,316,17,1-2,0
2809,1,1,12,800,0,1998,1,358,6,15+,0
2810,1,1,44,16,0,39,1,141,5,15+,0
2811,2,1,9,108,12,270,0,431,5,3-5,1
2812,1,1,24,324,0,810,0,502,10,0-1,0
2813,2,1,4,3,0,6,0,201,35,0-1,0
2814,1,1,36,12,0,30,1,0,4,0-1,0
2815,1,1,7,634,198,1584,5,403,5,15+,1
2816,1,1,16,2718,28,6795,17,289,5,15+,1
2817,1,1,12,36,0,90,2,99,15,3-5,0
2818,1,1,16,57,2,141,2,503,32,3-5,1
2819,2,1,14,4,0,9,0,549,48,0-1,0
2820,7,1,24,8,0,18,0,103,35,0-1,0
2821,1,1,2,4,0,9,1,189,5,3-5,0
2822,1,1,6,42,30,105,2,242,24,15+,1
2823,1,1,24,24,0,60,4,271,5,3-5,0
2824,2,1,20,14,0,33,0,0,35,6-10,0
2825,2,1,36,4,0,9,2,124,2,15+,0
2826,2,1,188,39,2,96,0,392,34,0-1,1
2827,2,1,54,98,2,243,1,440,45,1-2,1
2828,2,3,12,65,0,162,15,277,5,6-10,1
2829,1,1,35,3,0,6,0,118,10,0-1,0
2830,1,1,6,62,0,153,3,256,35,15+,0
2831,1,1,165,74,0,183,1,471,10,6-10,0
2832,2,1,7,380,34,948,5,377,10,0-1,1
2833,1,1,42,27,2,66,0,387,5,15+,1
2834,1,1,68,521,28,1302,23,382,10,3-5,1
2835,1,1,31,99,2,246,1,467,5,6-10,1
2836,1,1,43,56,0,138,0,0,32,1-2,0
2837,1,1,3,15,0,36,0,30,11,0-1,0
2838,1,1,4,2,0,3,0,675,49,6-10,0
2839,1,1,1,6,0,15,0,0,23,15+,0
2840,1,1,110,22,0,54,0,0,5,0-1,0
2841,1,1,84,14,0,33,0,220,16,10-15,0
2842,1,1,33,3,0,6,0,29,5,3-5,0
2843,1,1,7,104,54,258,5,151,15,3-5,1
2844,1,1,10,5,0,12,1,26,5,3-5,0
2845,1,1,3,41,0,102,3,309,35,1-2,0
2846,1,1,12,27,0,66,0,703,12,3-5,0
2847,1,1,29,41,0,102,0,47,32,0-1,0
2848,1,1,11,39,0,96,1,570,17,15+,0
2849,2,1,8,33,0,81,1,414,44,15+,1
2850,1,5,"4,574.00",17,0,42,0,246,35,3-5,1
2851,2,1,199,5,0,12,1,0,7,0-1,0
2852,1,1,27,4,0,9,0,0,21,1-2,0
2853,7,1,18,15,0,36,0,193,23,0-1,0
2854,1,1,78,20,0,48,0,304,10,1-2,0
2855,7,1,72,38,2,93,1,319,5,0-1,1
2856,1,1,6,2,0,3,0,186,20,3-5,0
2857,1,2,5,588,222,1470,10,343,25,15+,1
2858,1,1,90,28,0,69,0,0,10,3-5,0
2859,1,1,69,5,0,12,0,0,44,6-10,0
2860,7,1,11,16,0,39,0,0,5,15+,0
2861,1,1,"5,400.00",30,0,75,0,0,32,15+,0
2862,1,1,23,2,0,3,0,0,34,0-1,0
2863,1,1,20,6,0,15,0,0,49,0-1,0
2864,2,1,30,20,0,48,1,194,5,0-1,0
2865,1,1,72,3,0,6,1,170,14,3-5,0
2866,1,1,10,24,0,60,0,442,3,0-1,0
2867,2,1,17,45,0,111,0,0,32,0-1,0
2868,7,1,8,5,0,12,1,0,35,10-15,0
2869,1,1,19,14,0,33,0,450,10,0-1,0
2870,1,1,16,4,0,9,0,0,44,0-1,0
2871,1,1,11,32,0,78,3,326,5,6-10,0
2872,1,1,24,4,0,9,0,134,39,15+,0
2873,1,2,4,119,0,297,6,269,39,15+,1
2874,1,1,101,262,118,654,2,443,5,1-2,1
2875,2,1,9,45,0,111,1,511,35,3-5,0
2876,1,1,7,23,0,57,2,486,5,15+,1
2877,1,1,72,50,0,123,0,0,46,6-10,0
2878,2,3,17,530,178,1323,29,317,15,10-15,1
2879,2,1,19,206,68,513,11,373,10,15+,1
2880,2,1,15,27,0,66,4,105,20,3-5,0
2881,1,1,6,21,0,51,0,753,39,15+,0
2882,1,1,10,23,0,57,1,0,5,15+,0
2883,2,1,18,27,0,66,0,0,5,0-1,0
2884,1,1,8,22,0,54,0,284,21,0-1,0
2885,1,1,9,16,2,39,4,558,5,10-15,1
2886,1,1,98,5,0,12,0,0,44,15+,0
2887,2,1,42,47,0,117,1,500,5,0-1,0
2888,1,1,19,77,2,192,1,197,35,15+,1
2889,1,1,4,40,0,99,1,0,39,0-1,0
2890,2,4,8,192,78,480,10,391,11,15+,1
2891,2,1,14,16,0,39,0,439,15,0-1,0
2892,2,1,4,54,0,135,4,314,47,3-5,1
2893,2,1,1,2,0,3,3,69,5,15+,0
2894,2,1,24,12,0,30,0,0,5,0-1,0
2895,7,1,23,6,0,15,0,17,48,15+,0
2896,1,1,47,16,0,39,0,449,5,1-2,0
2897,2,1,30,14,0,33,1,0,5,0-1,0
2898,2,1,16,154,40,384,9,400,25,6-10,1
2899,2,1,18,30,0,75,0,507,10,6-10,0
2900,2,1,12,14,0,33,1,205,20,0-1,0
2901,1,1,8,102,0,255,0,397,5,0-1,1
2902,2,1,3,150,160,375,3,222,35,15+,1
2903,2,1,3,335,86,837,15,424,46,3-5,1
2904,2,1,42,15,0,36,0,251,5,1-2,0
2905,7,1,9,1655,8,4137,11,483,35,0-1,1
2906,1,1,26,11,0,27,1,220,43,0-1,0
2907,7,1,9,143,134,357,9,535,41,3-5,1
2908,1,1,22,17,0,42,0,0,24,0-1,0
2909,1,1,18,22,0,54,0,0,41,0-1,0
2910,1,1,5,96,4,240,11,222,47,15+,1
2911,2,1,66,16,0,39,0,310,32,0-1,0
2912,2,1,21,38,0,93,0,0,35,0-1,0
2913,1,1,13,5,0,12,0,390,14,1-2,0
2914,7,1,119,14,0,33,0,324,5,1-2,0
2915,1,1,38,3,0,6,0,197,15,6-10,0
2916,2,1,22,16,0,39,0,334,35,1-2,0
2917,1,1,18,2,0,3,0,0,41,0-1,0
2918,2,1,8,0,4,0,0,371,3,6-10,1
2919,7,1,17,10,0,24,0,0,19,0-1,0
2920,2,1,10,14,0,33,0,22,8,0-1,0
2921,1,1,160,53,0,132,0,0,4,1-2,0
2922,7,1,54,3,0,6,0,146,48,0-1,0
2923,7,1,54,11,0,27,1,28,11,3-5,0
2924,1,1,180,2,0,3,0,166,34,0-1,0
2925,1,1,10,545,50,1362,14,401,46,10-15,1
2926,7,1,6,28,0,69,1,319,33,15+,0
2927,1,1,8,1026,152,2565,9,387,32,6-10,1
2928,2,1,12,9,0,21,1,233,5,3-5,0
2929,2,1,36,4,0,9,0,0,35,15+,0
2930,1,1,34,3,0,6,0,0,19,0-1,0
2931,1,2,60,162,0,405,1,343,4,0-1,1
2932,1,1,106,89,0,222,1,1015,5,0-1,0
2933,2,1,16,12,0,30,1,763,32,0-1,0
2934,7,1,30,32,0,78,2,0,12,10-15,0
2935,1,1,18,3,0,6,0,0,16,6-10,0
2936,2,1,21,3,0,6,0,0,32,3-5,0
2937,7,2,7,102,0,255,2,191,24,1-2,0
2938,2,1,34,10,0,24,1,383,43,1-2,0
2939,1,2,6,16,8,39,6,340,5,3-5,1
2940,1,1,4,76,0,189,0,169,24,1-2,0
2941,2,1,90,4,0,9,0,397,34,0-1,0
2942,1,1,25,3,0,6,0,324,11,3-5,0
2943,1,1,6,5,0,12,0,123,10,0-1,0
2944,1,1,102,46,0,114,0,479,5,0-1,0
2945,1,1,9,4,0,9,0,339,10,3-5,0
2946,2,1,8,11,0,27,1,22,5,1-2,0
2947,2,1,72,6,0,15,0,0,26,0-1,0
2948,1,1,92,18,0,45,0,0,5,10-15,0
2949,7,1,2,68,4,168,9,344,4,1-2,1
2950,1,1,13,94,0,234,1,178,18,0-1,0
2951,1,1,9,4,0,9,0,107,5,0-1,0
2952,1,1,30,424,134,1059,2,413,11,3-5,1
2953,2,1,86,15,0,36,1,350,10,6-10,0
2954,1,1,23,2,0,3,0,0,39,0-1,0
2955,1,1,16,9,0,21,0,77,5,0-1,0
2956,1,1,72,36,0,90,1,0,35,15+,0
2957,1,1,96,10,0,24,1,0,45,0-1,0
2958,1,1,8,63,0,156,1,65,5,0-1,0
2959,1,1,3,2,0,3,0,0,6,0-1,0
2960,1,1,21,281,4,702,0,393,17,1-2,1
2961,1,1,39,9,0,21,0,359,5,3-5,0
2962,1,1,5,240,0,600,1,210,48,1-2,0
2963,7,1,12,3,0,6,1,0,5,0-1,0
2964,7,1,8,798,84,1995,22,429,24,0-1,1
2965,2,4,4,24,24,60,2,140,35,15+,1
2966,1,3,33,216,38,540,4,285,43,10-15,1
2967,2,1,639,8,4,18,0,402,4,0-1,1
2968,1,1,30,22,0,54,0,0,49,0-1,0
2969,1,1,5,50,0,123,1,0,10,15+,0
2970,7,1,1,5,0,12,0,0,5,15+,0
2971,1,1,12,20,4,48,0,550,15,1-2,1
2972,2,1,10,15,0,36,1,22,5,0-1,0
2973,2,1,581,5,0,12,0,0,5,15+,0
2974,2,1,45,524,134,1308,5,291,6,3-5,1
2975,2,1,245,9,0,21,0,641,34,3-5,0
2976,2,1,75,16,0,39,0,0,5,0-1,0
2977,1,3,4,291,210,726,7,319,5,10-15,1
2978,1,1,14,16,0,39,2,135,10,6-10,0
2979,1,1,5,8,0,18,0,166,32,10-15,0
2980,1,1,30,6,0,15,0,22,20,1-2,0
2981,1,1,2,372,10,930,0,396,49,15+,1
2982,1,1,19,8,0,18,0,0,11,1-2,0
2983,2,1,15,38,0,93,0,413,10,0-1,0
2984,1,1,7,436,104,1089,17,401,35,15+,1
2985,1,1,43,9,0,21,0,0,5,0-1,0
2986,1,1,21,16,0,39,0,316,44,0-1,1
2987,1,1,7,29,0,72,0,447,43,3-5,0
2988,1,1,4,53,0,132,1,243,10,1-2,0
2989,3,1,9,3,0,6,0,1084,5,15+,0
2990,1,2,19,3,0,6,1,0,4,15+,0
2991,1,1,24,2,0,3,0,404,32,15+,1
2992,2,1,6,16,0,39,0,406,38,1-2,0
2993,7,1,10,3,0,6,1,21,44,6-10,0
2994,2,2,15,477,50,1191,14,410,20,15+,1
2995,1,1,9,35,0,87,4,180,5,6-10,0
2996,1,1,13,2267,50,5667,13,434,44,6-10,1
2997,1,1,69,9,0,21,0,32,10,3-5,0
2998,1,1,48,2,0,3,0,0,10,15+,0
2999,2,1,0,24,4,60,1,0,32,6-10,1
3000,2,1,76,11,0,27,0,0,43,15+,0
3001,1,1,3,69,2,171,1,337,5,15+,1
3002,2,1,"1,800.00",5,0,12,0,173,35,15+,0
3003,1,1,52,21,0,51,0,0,30,6-10,0
3004,2,1,16,122,0,303,0,157,32,0-1,0
3005,2,1,14,33,2,81,0,323,5,3-5,1
3006,7,1,20,8,0,18,0,0,18,0-1,0
3007,1,1,119,2,0,3,0,121,34,1-2,0
3008,1,1,10,8,0,18,2,269,44,1-2,0
3009,1,1,18,4,0,9,0,0,21,1-2,0
3010,2,1,23,2,0,3,0,0,35,6-10,0
3011,1,1,10,5,0,12,0,0,10,15+,0
3012,2,1,11,131,0,327,0,194,23,1-2,0
3013,1,1,2,41,30,102,5,272,15,1-2,1
3014,1,1,14,8,0,18,0,350,49,3-5,1
3015,1,1,12,36,0,90,1,453,36,6-10,0
3016,7,1,42,156,266,390,4,277,33,3-5,1
3017,2,1,14,78,0,195,1,75,23,0-1,0
3018,1,1,7,749,16,1872,9,324,10,0-1,1
3019,2,1,64,5,0,12,0,341,4,0-1,0
3020,2,1,5,10,0,24,1,324,35,15+,0
3021,1,1,68,18,2,45,0,248,5,15+,1
3022,7,1,28,30,0,75,1,407,15,0-1,1
3023,2,1,15,42,0,105,0,0,15,0-1,0
3024,2,1,119,2,0,3,0,0,15,15+,0
3025,1,2,13,94,4,234,1,461,10,15+,1
3026,1,1,9,12,0,30,1,331,15,0-1,0
3027,1,1,18,532,212,1329,9,332,39,3-5,1
3028,1,1,12,35,0,87,1,373,28,6-10,0
3029,2,1,8,42,0,105,0,21,35,0-1,0
3030,2,1,20,4,0,9,0,241,5,0-1,0
3031,1,1,21,153,28,381,5,361,20,1-2,1
3032,2,1,2,32,0,78,1,425,40,15+,0
3033,2,1,17,1761,378,4401,21,418,5,1-2,1
3034,1,1,8,23,0,57,1,337,35,3-5,0
3035,1,1,24,78,0,195,1,0,20,3-5,0
3036,2,1,12,491,28,1227,4,314,43,1-2,1
3037,7,1,30,38,0,93,0,0,5,0-1,0
3038,2,1,16,16,0,39,1,0,5,3-5,0
3039,1,1,3,74,0,183,1,282,34,10-15,0
3040,1,1,25,24,0,60,0,379,3,3-5,0
3041,1,1,19,137,36,342,17,445,5,10-15,1
3042,7,1,36,2,0,3,1,0,32,0-1,0
3043,1,1,12,14,0,33,1,542,10,3-5,0
3044,1,1,10,39,0,96,1,0,32,0-1,0
3045,1,1,106,94,4,234,2,383,5,15+,1
3046,2,1,18,10,0,24,0,85,5,1-2,0
3047,2,1,15,29,0,72,1,313,31,3-5,0
3048,1,1,48,20,0,48,0,0,44,3-5,0
3049,2,1,7,11,0,27,0,0,46,0-1,0
3050,1,1,24,4,0,9,0,428,44,3-5,0
3051,2,1,22,47,0,117,1,481,5,10-15,0
3052,2,1,125,116,154,288,4,481,5,0-1,1
3053,1,1,10,30,0,75,1,379,25,0-1,0
3054,1,1,17,14,0,33,0,392,19,0-1,0
3055,1,1,120,9,0,21,0,0,35,3-5,0
3056,2,1,30,8,0,18,1,104,15,15+,0
3057,1,1,9,12,0,30,0,142,48,6-10,1
3058,2,1,17,9,0,21,1,211,6,3-5,0
3059,1,1,7,6,0,15,0,0,39,15+,0
3060,1,1,49,23,16,57,0,319,35,15+,1
3061,1,1,7,3,0,6,1,0,20,3-5,0
3062,1,1,54,3,0,6,0,501,25,1-2,0
3063,1,1,42,46,0,114,0,0,32,0-1,0
3064,1,1,8,94,6,234,1,363,39,15+,1
3065,1,1,50,5,0,12,0,0,45,1-2,0
3066,1,1,28,18,0,45,2,455,5,1-2,0
3067,7,1,5,266,52,663,17,428,44,15+,1
3068,2,1,70,40,0,99,1,1196,5,3-5,0
3069,7,1,4,34,0,84,3,290,16,3-5,0
3070,1,1,11,2,0,3,0,27,5,1-2,0
3071,7,1,6,10,0,24,1,0,32,0-1,0
3072,1,1,25,3,0,6,0,0,5,3-5,0
3073,2,1,10,153,0,381,1,374,10,3-5,0
3074,1,1,35,84,2,210,1,280,28,10-15,1
3075,2,1,41,152,0,378,0,176,44,1-2,0
3076,1,1,53,92,0,228,8,289,35,3-5,0
3077,1,1,3,3,0,6,0,38,19,0-1,0
3078,7,1,2,180,68,450,4,351,28,10-15,1
3079,1,1,103,2,0,3,0,0,36,6-10,0
3080,1,1,36,6,0,15,0,0,44,0-1,0
3081,1,1,13,176,36,438,16,402,44,1-2,1
3082,2,1,8,39,0,96,3,260,5,10-15,0
3083,1,1,7,17,0,42,0,228,11,3-5,0
3084,7,1,24,2,0,3,0,0,39,0-1,0
3085,1,1,374,6,2,15,0,343,5,0-1,1
3086,1,1,114,3,0,6,0,0,10,6-10,0
3087,7,1,15,465,50,1161,4,470,6,10-15,1
3088,1,1,11,6,0,15,0,0,35,15+,0
3089,2,1,99,20,0,48,0,0,20,6-10,0
3090,1,1,36,2,0,3,0,0,32,10-15,0
3091,1,1,250,5,0,12,0,0,30,3-5,0
3092,1,1,32,125,10,312,2,483,35,10-15,1
3093,7,1,5,33,0,81,0,89,23,15+,0
3094,1,1,6,11,0,27,0,0,30,15+,0
3095,2,1,24,681,186,1701,3,594,44,0-1,1
3096,1,6,50,129,34,321,21,415,44,15+,1
3097,1,1,18,8,0,18,0,0,44,3-5,0
3098,1,1,70,12,0,30,0,402,46,15+,1
3099,2,1,36,20,0,48,1,548,5,1-2,0
3100,1,1,8,17,2,42,1,254,44,15+,1
3101,2,1,32,12,0,30,0,0,5,1-2,0
3102,2,1,63,28,0,69,0,0,44,15+,0
3103,2,1,17,155,0,387,2,358,35,3-5,1
3104,1,1,22,803,18,2007,8,439,21,1-2,1
3105,2,1,8,2,0,3,0,0,25,6-10,0
3106,1,1,10,42,22,105,1,166,10,1-2,1
3107,2,1,8,340,0,849,0,563,44,1-2,0
3108,1,1,120,6,0,15,1,319,34,3-5,0
3109,7,1,8,104,0,258,0,0,21,3-5,0
3110,1,1,9,52,0,129,5,107,5,1-2,0
3111,1,1,7,35,0,87,0,74,34,0-1,0
3112,2,1,24,14,0,33,0,0,39,3-5,0
3113,1,1,16,11,0,27,1,48,5,6-10,0
3114,1,1,27,232,0,579,11,381,15,15+,0
3115,1,1,12,23,0,57,0,357,36,15+,0
3116,1,1,42,2,0,3,0,0,5,15+,0
3117,1,1,40,18,0,45,1,240,10,1-2,0
3118,2,1,4,12,4,30,1,137,39,15+,1
3119,2,1,18,3,0,6,0,155,15,1-2,0
3120,1,1,48,6,0,15,0,464,15,0-1,0
